name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
Maruti Swift Dzire 1.2 Vxi BSIV,2012.0,395000,49000.0,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio VLS AT 2.2 mHAWK,2011.0,650000,,Diesel,Individual,Automatic,Second Owner
Mahindra Bolero SLX,2011.0,350000,90000.0,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,2020.0,1400000,25000.0,Diesel,Dealer,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2018.0,360000,,Petrol,,Manual,First Owner
Mahindra Marazzo M8 8Str,2018.0,1300000,10000.0,Diesel,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015.0,800000,15000.0,Diesel,Individual,Manual,First Owner
Hyundai EON Magna Plus,2018.0,229999,30000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,2014.0,315000,41000.0,Petrol,Dealer,Manual,First Owner
Chevrolet Spark 1.0 LT,2012.0,125000,28000.0,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha,2019.0,700000,,Petrol,Individual,Manual,First Owner
Hyundai EON 1.0 Kappa Magna Plus,2015.0,160000,70000.0,Petrol,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,2017.0,530000,10832.0,Petrol,Dealer,Manual,First Owner
Ford Figo Aspire Facelift,2018.0,624000,14681.0,Diesel,Dealer,Manual,First Owner
Hyundai i10 Era,2009.0,250000,50000.0,Petrol,Individual,Manual,First Owner
Mahindra Bolero SLX,2016.0,585000,51000.0,Diesel,Dealer,Manual,First Owner
Hyundai Verna 1.4 VTVT,2015.0,500000,25000.0,Petrol,Individual,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014.0,350000,30000.0,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,2014.0,495000,80000.0,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017.0,500000,,Petrol,Individual,Manual,First Owner
Mahindra Bolero Power Plus Plus AC BSIV PS,2015.0,430000,200000.0,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz Option,2013.0,345000,44000.0,Petrol,Dealer,Manual,First Owner
Maruti Baleno Sigma 1.2,2015.0,500000,,Petrol,,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,2019.0,425000,,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2005.0,80000,40000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat Diesel LS,2011.0,106000,50000.0,Diesel,Individual,Manual,First Owner
Maruti A-Star Vxi,2009.0,180000,46730.0,Petrol,Individual,Manual,First Owner
Datsun GO A,2015.0,250000,40000.0,Petrol,Individual,Manual,Second Owner
Skoda Yeti Ambition 4WD,2011.0,350000,80000.0,Diesel,Individual,Manual,First Owner
Maruti Zen LXi BSII,2002.0,60000,80000.0,Petrol,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018.0,900000,24000.0,Diesel,Individual,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2017.0,700000,21170.0,Diesel,Dealer,Manual,First Owner
BMW 3 Series 320d Sport,2013.0,2000000,167223.0,Diesel,Dealer,Automatic,First Owner
Maruti Ertiga SHVS ZDI Plus,2017.0,1000000,40000.0,Diesel,Individual,Manual,First Owner
BMW X1 sDrive 20d Exclusive,2011.0,1375000,60000.0,Diesel,Individual,Automatic,First Owner
Toyota Innova Crysta 2.4 VX MT,2016.0,1800000,141440.0,,Dealer,Manual,First Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2007.0,160000,120000.0,Diesel,Individual,Manual,Third Owner
Mitsubishi Outlander 2.4,2012.0,525000,140000.0,Petrol,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012.0,850000,212814.0,Diesel,Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,2019.0,800000,30000.0,Diesel,Individual,Manual,First Owner
Ford Figo Aspire 1.5 TDCi Titanium,2017.0,700000,88635.0,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2018.0,800000,25000.0,Diesel,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,2017.0,575000,20000.0,Petrol,Individual,Manual,Second Owner
Renault Duster 110PS Diesel RxZ,2012.0,350000,110000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2008.0,250000,120000.0,Diesel,Individual,Manual,Third Owner
Ford Endeavour Titanium 4X2,2011.0,600000,149674.0,Diesel,Dealer,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 9 Str,2007.0,370000,100000.0,Diesel,Individual,Manual,Third Owner
Maruti Baleno Vxi,2006.0,80000,120000.0,Petrol,Individual,Manual,Third Owner
Tata Indica DLX,2003.0,50000,120000.0,Diesel,Individual,Manual,Second Owner
Hyundai Verna CRDi 1.6 EX,2018.0,900000,25000.0,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2014.0,300000,35000.0,Petrol,Individual,Manual,Second Owner
Tata Indica LSI,2002.0,125000,40000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2015.0,490000,60000.0,Diesel,Individual,Manual,Second Owner
Toyota Etios Liva GD,2012.0,300000,50000.0,Diesel,Individual,Manual,Second Owner
Tata Nano STD,2013.0,55000,25000.0,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 Sportz,2016.0,350000,25000.0,Petrol,,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019.0,755000,8000.0,Diesel,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2017.0,720000,60000.0,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2006.0,229999,200000.0,Diesel,Individual,Manual,Third Owner
Mahindra Scorpio S7 140 BSIV,2018.0,1100000,20000.0,Diesel,Individual,Manual,
Volkswagen Polo Petrol Comfortline 1.2L,2013.0,400000,100000.0,Petrol,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi Base,2015.0,350000,70000.0,Diesel,Individual,Manual,Second Owner
Chevrolet Beat Diesel PS,2012.0,159000,68000.0,Diesel,Dealer,Manual,First Owner
Maruti Swift ZXi BSIV,2017.0,550000,38000.0,Petrol,Dealer,Manual,First Owner
Maruti Ritz VDi,2013.0,335000,80000.0,Diesel,Dealer,Manual,First Owner
Tata Indigo CS Emax CNG GLX,2014.0,185000,72000.0,CNG,Dealer,Manual,First Owner
Maruti Eeco 5 STR With AC Plus HTR CNG,2012.0,229999,75000.0,CNG,Dealer,Manual,First Owner
Maruti Estilo LXI,2014.0,225000,43000.0,Petrol,Dealer,Manual,First Owner
Maruti Swift VXI with ABS,2007.0,250000,120000.0,Petrol,Individual,Manual,Second Owner
Tata Zest Quadrajet 1.3 XM,2015.0,400000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014.0,470000,163000.0,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI AGS Optional,2018.0,300000,25000.0,Petrol,Individual,Automatic,
Maruti Alto LX,2011.0,145000,25000.0,Petrol,Individual,Manual,First Owner
Maruti SX4 Vxi BSIII,2007.0,100000,90000.0,Petrol,Individual,Manual,Second Owner
Mahindra Scorpio SLE BSIV,2014.0,500000,70000.0,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS CNG,2010.0,130000,98000.0,CNG,,Manual,Second Owner
Chevrolet Cruze LTZ,2010.0,240000,81925.0,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Celebration Edition,2013.0,150000,80000.0,Diesel,Individual,Manual,Second Owner
Renault KWID RXT Optional,2017.0,270000,40000.0,Petrol,Individual,Manual,First Owner
Maruti Swift Dzire VDI,2014.0,400000,90000.0,Diesel,Individual,Manual,
Hyundai EON Era Plus,2012.0,200000,46000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2012.0,550000,80000.0,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2018.0,325000,35000.0,Petrol,Individual,Manual,First Owner
Skoda Rapid 1.5 TDI AT Style BSIV,2017.0,860000,82080.0,Diesel,Individual,Automatic,First Owner
Mahindra XUV500 W8 2WD,2012.0,600000,200000.0,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0,2009.0,125000,,Petrol,Individual,Manual,First Owner
Maruti 800 AC,2000.0,60000,40000.0,Petrol,Individual,Manual,Third Owner
Chevrolet Tavera Neo 3 10 Seats BSIV,2010.0,300000,120000.0,Diesel,Individual,Manual,Third Owner
Ford Fiesta 1.6 ZXi Duratec,2007.0,190000,60000.0,Petrol,Individual,Manual,Third Owner
Maruti Ertiga VDI,2013.0,400000,110000.0,Diesel,Individual,Manual,First Owner
Tata Manza Aura Quadrajet BS IV,2011.0,260000,97000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift VVT VXI,2017.0,400000,30000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Sportz Petrol,2010.0,250000,40000.0,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2019.0,600000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV,2010.0,175000,52047.0,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011.0,450000,200000.0,Diesel,Individual,Manual,Third Owner
Tata Tiago 1.2 Revotron XZA,2019.0,350000,15000.0,Petrol,Individual,Automatic,Second Owner
Maruti Vitara Brezza ZDi,2018.0,800000,50000.0,Diesel,Individual,Manual,First Owner
Maruti Swift VXI BSIII,2011.0,250000,70000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift VXI BSIV,2019.0,600000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2017.0,600000,90000.0,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016.0,130000,40000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI,2006.0,90000,62009.0,Petrol,Individual,Manual,Second Owner
Hyundai i20 Active 1.2 S,2017.0,595000,33100.0,Petrol,Individual,Manual,Second Owner
Hyundai EON Era Plus,2014.0,190000,40000.0,Petrol,Individual,Manual,Second Owner
Hyundai Santro GLS I - Euro I,1999.0,50000,120000.0,Petrol,Individual,Manual,Second Owner
Maruti Wagon R LXI Minor,2007.0,95000,80000.0,Petrol,Individual,Manual,First Owner
Tata Safari Storme VX,2016.0,1000000,70000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio REV 116,2006.0,220000,220000.0,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLX,2010.0,400000,50000.0,Diesel,Individual,Manual,First Owner
Datsun GO Plus A,2015.0,315000,45000.0,Petrol,Individual,Manual,Second Owner
Toyota Fortuner 4x4 MT,2014.0,1000000,110000.0,Diesel,Individual,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,500000,49000.0,Diesel,Individual,Manual,First Owner
Mahindra XUV500 W11 AT BSIV,2018.0,1600000,35000.0,,Individual,Automatic,First Owner
Mahindra Supro VX 8 Str,2017.0,500000,160000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2007.0,70000,180000.0,Petrol,Individual,Manual,Third Owner
Maruti 800 AC,2007.0,105000,60000.0,Petrol,Individual,Manual,Second Owner
Ford Endeavour 2.5L 4X2 MT,2008.0,400000,110000.0,Diesel,Individual,Manual,Third Owner
Maruti Wagon R LXI,2004.0,80000,60000.0,Petrol,Individual,Manual,Third Owner
Maruti Alto 800 VXI,2016.0,300000,30000.0,Petrol,Individual,Manual,First Owner
Mahindra KUV 100 D75 K2,2017.0,409999,40000.0,Diesel,Individual,Manual,First Owner
Maruti Swift Glam,2009.0,250000,70000.0,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010.0,250000,120000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2012.0,215000,80000.0,Diesel,Individual,Manual,Third Owner
Toyota Fortuner 4x4 MT,2015.0,1400000,120000.0,Diesel,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018.0,475000,20000.0,Petrol,Individual,Manual,First Owner
Honda Brio 1.2 VX MT,2018.0,475000,22000.0,Petrol,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2008.0,75000,35000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Sail Hatchback LS ABS,2013.0,200000,,Diesel,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,2019.0,575000,8000.0,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011.0,150000,40000.0,Diesel,Individual,Manual,Second Owner
Maruti Vitara Brezza ZDi Plus,2018.0,850000,10000.0,Diesel,Individual,Manual,First Owner
Hyundai Santro Era,2019.0,350000,30000.0,Petrol,Individual,Manual,First Owner
Ford Endeavour 2.5L 4X2 MT,2011.0,550000,54000.0,Diesel,Individual,Manual,Second Owner
Hyundai Verna 1.4 VTVT,2017.0,330000,80577.0,Petrol,Individual,Manual,First Owner
Honda City i-DTEC V,2017.0,1044999,25000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDI,2011.0,300000,127500.0,Diesel,Individual,Manual,Second Owner
Hyundai EON D Lite Plus,2015.0,235000,40903.0,Petrol,Dealer,Manual,First Owner
Ford Figo Petrol Titanium,2011.0,120000,60000.0,Petrol,Individual,Manual,Third Owner
Maruti Wagon R VXI,2004.0,130000,46000.0,Petrol,Individual,Manual,First Owner
Ford Endeavour 4x4 XLT,2004.0,275000,,Diesel,Dealer,Manual,Second Owner
Volkswagen Jetta 2.0 TDI Trendline,2011.0,270000,180000.0,Diesel,Individual,Manual,Second Owner
Volkswagen Polo 1.5 TDI Highline,2015.0,500000,30000.0,Diesel,Individual,Manual,Second Owner
Hyundai Grand i10 Sportz,2015.0,400000,61690.0,,Dealer,Manual,First Owner
Hyundai i20 Asta 1.2,2015.0,600000,64484.0,Petrol,Dealer,Manual,First Owner
Audi Q5 2.0 TDI,2012.0,1350000,90000.0,Diesel,Individual,Automatic,Second Owner
Renault Duster 85PS Diesel RxE,2013.0,400000,,Diesel,Dealer,Manual,Second Owner
Ford Figo Diesel Titanium,2011.0,220000,70000.0,Diesel,Individual,Manual,Second Owner
Honda Brio E MT,2012.0,300000,85962.0,Petrol,Dealer,Manual,Second Owner
Maruti Omni E MPI STD BS IV,2018.0,250000,120000.0,Petrol,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2015.0,600000,120000.0,Diesel,Individual,Manual,First Owner
Honda Brio S Option AT,2012.0,285000,75000.0,Petrol,Individual,Automatic,Second Owner
Honda Accord 2.4 MT,2009.0,350000,57035.0,Petrol,Dealer,Manual,First Owner
Mahindra Bolero SLX,2011.0,170000,70000.0,Diesel,Individual,Manual,Third Owner
Ford Figo 1.2P Ambiente MT,2015.0,229999,45000.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 2WD,2013.0,500000,72104.0,Diesel,Dealer,Manual,Second Owner
Tata Nano Lx,2011.0,75000,15000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 SX,2016.0,600000,,Petrol,Individual,Manual,First Owner
Tata Indigo LS Dicor,2011.0,220000,80000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Terra 1.4 TDI,2009.0,150000,164000.0,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006.0,65000,124439.0,Petrol,Individual,Manual,Second Owner
Maruti Zen VXI,2006.0,120000,77000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2014.0,240000,90000.0,Diesel,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,2017.0,390000,30000.0,Petrol,Individual,Manual,First Owner
Chevrolet Beat LS,2012.0,180000,50000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012.0,320000,80000.0,Diesel,Individual,Manual,Second Owner
Maruti Alto 800 LXI,2018.0,310000,5000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R AMT VXI,2018.0,420000,24000.0,,Individual,Automatic,First Owner
Tata Tiago NRG Petrol,2019.0,550000,10000.0,Petrol,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,2016.0,550000,78000.0,Diesel,Individual,Manual,Third Owner
Mahindra TUV 300 T4 Plus,2018.0,760000,50000.0,Diesel,Individual,Manual,First Owner
Maruti 800 AC BSII,2001.0,43000,,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2018.0,250000,20000.0,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna BSIV,2019.0,500000,1250.0,Petrol,Individual,Manual,First Owner
Tata Zest Revotron 1.2 XT,2015.0,380000,17152.0,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W11 Option AT AWD,2019.0,1850000,5000.0,Diesel,Individual,Automatic,First Owner
Volkswagen Polo Diesel Trendline 1.2L,2012.0,350000,77000.0,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi,2008.0,195000,90000.0,Diesel,Individual,Manual,Second Owner
Chevrolet Beat LS,2011.0,225000,80000.0,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,1125000,65000.0,Diesel,Individual,Manual,First Owner
Tata Indica Vista Quadrajet LX,2011.0,133000,80000.0,Diesel,Individual,Manual,First Owner
Hyundai EON Era Plus,2013.0,200000,24005.0,Petrol,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus,2018.0,940000,20000.0,Diesel,Individual,Manual,First Owner
Renault Duster 85PS Diesel RxL,2014.0,400000,120000.0,Diesel,Individual,Manual,First Owner
Hyundai i10 Era 1.1,2009.0,120000,120000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire ZDI,2015.0,625000,,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005.0,110000,80000.0,Petrol,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,2012.0,490000,100000.0,Diesel,Individual,Manual,First Owner
Maruti Alto LX,2009.0,140000,120000.0,Petrol,Individual,Manual,Second Owner
Ford Figo Diesel ZXI,2011.0,175000,149000.0,Diesel,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,2005.0,90000,65000.0,Petrol,Individual,Manual,Second Owner
Maruti Swift Ldi BSIV,2009.0,275000,100000.0,Diesel,Individual,Manual,Second Owner
Volkswagen Vento Diesel Highline,2011.0,300000,65000.0,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option BSIV,2018.0,270000,19000.0,Petrol,Individual,Manual,Second Owner
Chevrolet Beat LT,2010.0,130000,80000.0,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2015.0,275000,30000.0,Petrol,Individual,Manual,First Owner
Maruti Swift VDI,2012.0,352000,109000.0,Diesel,Individual,Manual,First Owner
Hyundai EON LPG Magna Plus,2012.0,180000,90000.0,LPG,Individual,Manual,First Owner
Maruti Alto LX,2012.0,150000,90000.0,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,2011.0,300000,65000.0,Diesel,Individual,Manual,Second Owner
Maruti Swift Vdi BSIII,2010.0,300000,110000.0,Diesel,Individual,Manual,Second Owner
Mahindra Bolero DI DX 7 Seater,2007.0,225000,120000.0,Diesel,Individual,Manual,First Owner
Honda Mobilio V i DTEC,2014.0,600000,44000.0,Diesel,Individual,Manual,First Owner
Maruti Ertiga BSIV ZXI,2015.0,500000,80000.0,Petrol,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,2018.0,900000,5000.0,Petrol,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,2016.0,600000,61000.0,Petrol,Individual,Manual,First Owner
Toyota Etios VD,2011.0,450000,100000.0,Diesel,Individual,Manual,Second Owner
Hyundai i10 Era 1.1,2009.0,270000,27633.0,Petrol,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,2010.0,310000,100000.0,Diesel,Individual,Manual,Third Owner
Hyundai Santro Xing GLS Audio LPG,2012.0,250000,100000.0,LPG,Individual,Manual,First Owner
Ford Figo 1.2P Titanium MT,2019.0,700000,12586.0,Petrol,Dealer,Manual,First Owner
Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018.0,650000,38083.0,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel ZXI,2012.0,400000,55328.0,Diesel,Dealer,Manual,First Owner
Ford Figo Diesel Titanium,2012.0,425000,81632.0,Diesel,Dealer,Manual,First Owner
Ford Aspire Titanium Diesel BSIV,2016.0,600000,155201.0,Diesel,Dealer,Manual,First Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013.0,600000,93283.0,Diesel,Dealer,Manual,First Owner
Maruti Swift Ldi BSIII,2009.0,300000,217871.0,Diesel,Dealer,Manual,First Owner
Ford Fiesta Classic 1.4 Duratorq CLXI,2012.0,450000,90165.0,Diesel,Dealer,Manual,First Owner
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,750000,101504.0,Diesel,Dealer,Manual,First Owner
Ford Figo Titanium Diesel BSIV,2010.0,325000,,Diesel,Dealer,Manual,Second Owner
Mahindra XUV500 W8 2WD,2013.0,900000,85036.0,Diesel,Dealer,Manual,Second Owner
Ford Ikon 1.3L Rocam Flair,2006.0,180000,91086.0,Petrol,Dealer,Manual,Second Owner
Fiat Punto 1.3 Emotion,2013.0,350000,160254.0,Diesel,Dealer,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,2013.0,600000,125531.0,,Dealer,Manual,Second Owner
Honda WR-V i-DTEC V,2019.0,900000,60000.0,Diesel,Individual,Manual,First Owner
Skoda Laura L n K 1.9 PD,2006.0,350000,,Diesel,Individual,Manual,First Owner
Maruti Ritz LDi,2013.0,280000,90000.0,Diesel,Individual,Manual,Third Owner
Mahindra Xylo D2,2009.0,225000,120000.0,Diesel,Individual,Manual,Second Owner
Honda City i DTEC S,2014.0,520000,82000.0,Diesel,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S4,2016.0,509999,60000.0,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.2,2019.0,556000,24000.0,Petrol,Individual,Manual,First Owner
Tata Indigo Grand Dicor,2014.0,225000,120000.0,Diesel,Individual,Manual,First Owner
Honda Amaze EX i-Dtech,2013.0,325000,65000.0,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,2013.0,365000,65000.0,Diesel,Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX Plus,2015.0,850000,84000.0,Diesel,Dealer,Manual,First Owner
Toyota Etios GD SP,2013.0,350000,75000.0,Diesel,Dealer,Manual,First Owner
Maruti Swift VDI,2007.0,225000,50000.0,Diesel,Dealer,Manual,
Maruti Alto LX,2011.0,135000,50000.0,Petrol,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,2007.0,140000,49000.0,Petrol,Dealer,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Delta,2016.0,665000,560000.0,Diesel,Dealer,Manual,First Owner
Renault KWID RXT,2015.0,275000,14365.0,Petrol,Dealer,Manual,First Owner
Toyota Fortuner 2.8 4WD AT BSIV,2017.0,2750000,41000.0,Diesel,Individual,Automatic,First Owner
Hyundai Verna 1.6 SX,2013.0,484999,65000.0,Diesel,Dealer,Manual,First Owner
Maruti Ciaz VDi Option SHVS,2015.0,565000,65000.0,Diesel,Dealer,Manual,First Owner
Maruti Swift Dzire VDI,2013.0,425000,61083.0,Diesel,Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013.0,925000,75000.0,Diesel,Individual,Manual,
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012.0,565000,72000.0,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2014.0,525000,65000.0,Diesel,Dealer,Manual,First Owner
Hyundai Tucson 2.0 e-VGT 2WD MT,2017.0,1650000,55000.0,Diesel,Dealer,Manual,First Owner
Hyundai EON Era Plus,2015.0,295000,21000.0,Petrol,Dealer,Manual,Second Owner
Jaguar XF 5.0 Litre V8 Petrol,2012.0,2050000,66363.0,Petrol,Dealer,Automatic,Second Owner
Hyundai Creta 1.6 VTVT AT SX Plus,2018.0,1475000,11700.0,Petrol,Dealer,Automatic,First Owner
Hyundai Verna VTVT 1.6 AT SX Option,2017.0,1100000,10000.0,Petrol,Individual,Automatic,First Owner
